gh_id,obs,pred_gridpp,err_gridpp,pred_uk,err_uk,cont_pr,elev,px,py
RIAI99PA,12.399999618530273,12.428257942199707,0.028258323669433594,12.714568278206393,0.31456865967611947,5.05806007300982,6.32,521711.53125,414062.25
RIAL99MS,11.399999618530273,20.53074836730957,9.130748748779297,8.0,-3.3999996185302734,42.3299115165594,197.76,682177.375,370388.0625
RIBA99PA,11.0,8.898492813110352,-2.1015071868896484,14.440191701526787,3.4401917015267873,20.808270621307,30.94,513696.03125,248306.28125
RIDAGDA,22.200000762939453,20.544902801513672,-1.6550979614257812,18.917347920063275,-3.2826528428761783,44.6089780502326,187.13,721360.4375,223724.65625
RIDM99MS,21.899999618530273,23.70972442626953,1.8097248077392578,15.59171122374834,-6.308288394781933,40.2345554092767,97.52,663771.0625,194691.140625
RIDO99MS,16.200000762939453,7.106414794921875,-9.093585968017578,14.740447953029872,-1.4595528099095816,26.4014831951799,41.32,458249.125,275283.5625
RIGASLU,30.100000381469727,11.726226806640625,-18.3737735748291,12.961110298886972,-17.138890082582755,4.43296769524904,2.75,506367.15625,312359.0625
RIGU99MS,15.800000190734863,11.174403190612793,-4.62559700012207,15.65510119649505,-0.14489899423981356,42.1786455620948,141.32,664551.8125,335384.03125
RIJE99PA,8.399999618530273,16.302886962890625,7.902887344360352,18.264918425548682,9.864918807018409,3.7727864706312,7.34,497791.9375,268067.84375
RIKO99PA,17.5,20.922969818115234,3.4229698181152344,17.988808210911998,0.4888082109119978,3.6807807416504,3.58,415946.5,401419.8125
RILP99PA,18.399999618530273,19.541902542114258,1.1419029235839844,18.273598315561077,-0.12640130296919594,2.87363895712746,3.26,316503.75,262976.28125
RIMADONA,13.199999809265137,15.378514289855957,2.1785144805908203,15.917048414918984,2.717048605653847,37.2961234399292,131.39,636462.0,302730.875
RIME99MS,17.0,33.296417236328125,16.296417236328125,18.01888410657546,1.0188841065754595,4.32397115910191,4.97,446610.9375,354828.71875
RIPA99PA,23.0,19.217313766479492,-3.782686233520508,21.241427375976304,-1.7585726240236959,5.68601965193325,8.2,328790.4375,308474.75
RIPR99PA,8.0,8.90502643585205,0.9050264358520508,12.709816131752648,4.709816131752648,39.0253918181656,122.07,580587.3125,353311.1875
RIREZEKN,16.299999237060547,24.03020668029785,7.730207443237305,22.120192221462354,5.820192984401807,45.1158600928499,169.06,706729.375,264540.5625
RIRU99PA,9.600000381469727,13.07650089263916,3.4765005111694336,10.223785185930103,0.6237848044603762,30.012233602891,67.71,581338.8125,416897.25
RISA99PA,8.899999618530273,19.74213218688965,10.842132568359375,13.813817766811983,4.91381814828171,38.1622079313054,121.61,403690.96875,286226.15625
RISE99MS,13.800000190734863,23.314861297607422,9.514861106872559,17.636275483159267,3.8362752924244035,6.35558440240894,7.68,524837.0625,350926.6875
RISI99PA,17.700000762939453,18.738384246826172,1.0383834838867188,15.086277113768212,-2.6137236491712414,32.2237594837084,79.64,569199.0,278158.15625
RIST99PA,21.200000762939453,9.315183639526367,-11.884817123413086,13.754180101115828,-7.445820661823625,31.9413254097329,79.97,412399.34375,338731.6875
RIVE99PA,18.799999237060547,31.64614486694336,12.846145629882812,24.5202711465693,5.720271909508753,1.46816869349303,2.33,352006.3125,364099.3125
RIZI99PA,15.100000381469727,12.937981605529785,-2.1620187759399414,16.760282173727045,1.6602817922573188,37.6519666305438,106.71,618013.25,265599.84375
RIZO99MS,11.600000381469727,12.452574729919434,0.852574348449707,8.0,-3.6000003814697266,41.5944482681889,187.72,615333.875,334033.53125
RUCAVA,13.600000381469727,13.440669059753418,-0.1593313217163086,12.221733855242876,-1.3782665262268505,11.3991771274633,18.86,324465.15625,227710.28125
