gh_id,obs,pred_gridpp,err_gridpp,pred_uk,err_uk,cont_pr,elev,px,py
RIAI99PA,35.29999923706055,65.72956085205078,30.429561614990234,55.399058584564415,20.099059347503868,5.05806007300982,6.32,521711.53125,414062.25
RIAL99MS,18.299999237060547,20.360071182250977,2.0600719451904297,39.88665409987427,21.586654862813724,42.3299115165594,197.76,682177.375,370388.0625
RIBA99PA,42.0,28.054561614990234,-13.945438385009766,38.39581654968414,-3.6041834503158583,20.808270621307,30.94,513696.03125,248306.28125
RIDAGDA,13.600000381469727,15.256746292114258,1.6567459106445312,16.799999237060547,3.1999988555908203,44.6089780502326,187.13,721360.4375,223724.65625
RIDM99MS,18.700000762939453,21.171648025512695,2.471647262573242,22.47927422688075,3.7792734639412977,40.2345554092767,97.52,663771.0625,194691.140625
RIDO99MS,41.70000076293945,28.33035659790039,-13.369644165039062,51.19579434237987,9.495793579440416,26.4014831951799,41.32,458249.125,275283.5625
RIGASLU,44.29999923706055,35.83647155761719,-8.46352767944336,42.73856481854721,-1.5614344185133362,4.43296769524904,2.75,506367.15625,312359.0625
RIGU99MS,24.100000381469727,30.560016632080078,6.460016250610352,31.210749195838492,7.110748814368765,42.1786455620948,141.32,664551.8125,335384.03125
RIJE99PA,30.700000762939453,36.27193069458008,5.571929931640625,48.768946790499484,18.06894602756003,3.7727864706312,7.34,497791.9375,268067.84375
RIKO99PA,71.0,52.31303787231445,-18.686962127685547,53.43264162569856,-17.567358374301442,3.6807807416504,3.58,415946.5,401419.8125
RILP99PA,71.0999984741211,88.17991638183594,17.079917907714844,92.97689241369866,21.87689393957757,2.87363895712746,3.26,316503.75,262976.28125
RIMADONA,46.900001525878906,23.45283317565918,-23.447168350219727,23.87414704082099,-23.025854485057916,37.2961234399292,131.39,636462.0,302730.875
RIME99MS,39.5,43.44314193725586,3.9431419372558594,53.9691727337573,14.469172733757297,4.32397115910191,4.97,446610.9375,354828.71875
RIPA99PA,84.19999694824219,66.75945281982422,-17.44054412841797,75.50091283954639,-8.6990841086958,5.68601965193325,8.2,328790.4375,308474.75
RIPR99PA,37.20000076293945,32.48526382446289,-4.7147369384765625,34.74627429143291,-2.453726471506542,39.0253918181656,122.07,580587.3125,353311.1875
RIREZEKN,16.799999237060547,22.454261779785156,5.654262542724609,20.504284505017203,3.7042852679566565,45.1158600928499,169.06,706729.375,264540.5625
RIRU99PA,49.900001525878906,33.53297805786133,-16.367023468017578,37.20047991077681,-12.6995216151021,30.012233602891,67.71,581338.8125,416897.25
RISA99PA,62.099998474121094,59.54326629638672,-2.556732177734375,53.13323840627344,-8.966760067847652,38.1622079313054,121.61,403690.96875,286226.15625
RISE99MS,59.099998474121094,53.32468032836914,-5.775318145751953,38.665615495753414,-20.43438297836768,6.35558440240894,7.68,524837.0625,350926.6875
RISI99PA,40.099998474121094,23.430213928222656,-16.669784545898438,30.833847486192983,-9.26615098792811,32.2237594837084,79.64,569199.0,278158.15625
RIST99PA,35.79999923706055,38.18138122558594,2.3813819885253906,65.14214651777941,29.342147280718862,31.9413254097329,79.97,412399.34375,338731.6875
RIVE99PA,78.5,74.3699951171875,-4.1300048828125,67.04552322907712,-11.45447677092288,1.46816869349303,2.33,352006.3125,364099.3125
RIZI99PA,21.299999237060547,51.19192886352539,29.891929626464844,28.077991621266708,6.777992384206161,37.6519666305438,106.71,618013.25,265599.84375
RIZO99MS,34.79999923706055,42.1561164855957,7.356117248535156,22.83249060581102,-11.967508631249526,41.5944482681889,187.72,615333.875,334033.53125
RUCAVA,99.69999694824219,68.44689178466797,-31.25310516357422,66.65889117434533,-33.04110577389686,11.3991771274633,18.86,324465.15625,227710.28125
