gh_id,obs,pred_gridpp,err_gridpp,pred_uk,err_uk,cont_pr,elev,px,py
RIAI99PA,77.80000305175781,92.4419937133789,14.641990661621094,62.64619326184352,-15.153809789914291,5.05806007300982,6.32,521711.53125,414062.25
RIAL99MS,121.0999984741211,168.4906768798828,47.39067840576172,95.52262985222319,-25.577368621897904,42.3299115165594,197.76,682177.375,370388.0625
RIBA99PA,73.80000305175781,93.06747436523438,19.267471313476562,133.22326705318088,59.423264001423064,20.808270621307,30.94,513696.03125,248306.28125
RIDAGDA,83.0,134.3955841064453,51.39558410644531,138.6946089983932,55.69460899839319,44.6089780502326,187.13,721360.4375,223724.65625
RIDM99MS,183.8000030517578,152.01475524902344,-31.785247802734375,86.76161085390633,-97.03839219785148,40.2345554092767,97.52,663771.0625,194691.140625
RIDO99MS,134.89999389648438,121.45410919189453,-13.445884704589844,134.06359474392917,-0.8363991525552024,26.4014831951799,41.32,458249.125,275283.5625
RIGASLU,74.9000015258789,97.64759063720703,22.747589111328125,85.95431617035148,11.05431464447257,4.43296769524904,2.75,506367.15625,312359.0625
RIGU99MS,153.1999969482422,103.61898040771484,-49.581016540527344,132.62392427395352,-20.576072674288667,42.1786455620948,141.32,664551.8125,335384.03125
RIJE99PA,90.5999984741211,69.64058685302734,-20.95941162109375,65.93255140237959,-24.667447071741506,3.7727864706312,7.34,497791.9375,268067.84375
RIKO99PA,56.5,57.00697708129883,0.5069770812988281,59.08488934181843,2.5848893418184318,3.6807807416504,3.58,415946.5,401419.8125
RILP99PA,108.5,85.99995422363281,-22.500045776367188,86.84392487827992,-21.65607512172008,2.87363895712746,3.26,316503.75,262976.28125
RIMADONA,124.69999694824219,110.80793762207031,-13.892059326171875,122.56383935318068,-2.136157595061505,37.2961234399292,131.39,636462.0,302730.875
RIME99MS,69.5999984741211,124.09565734863281,54.49565887451172,73.48445568917857,3.8844572150574805,4.32397115910191,4.97,446610.9375,354828.71875
RIPA99PA,82.0,86.11270904541016,4.112709045410156,93.39625735403051,11.39625735403051,5.68601965193325,8.2,328790.4375,308474.75
RIPR99PA,124.9000015258789,92.65686798095703,-32.243133544921875,124.96410999681842,0.06410847093951588,39.0253918181656,122.07,580587.3125,353311.1875
RIREZEKN,120.4000015258789,118.3489761352539,-2.051025390625,135.17666880634334,14.776667280464437,45.1158600928499,169.06,706729.375,264540.5625
RIRU99PA,93.30000305175781,112.20320129394531,18.9031982421875,153.00395988821072,59.7039568364529,30.012233602891,67.71,581338.8125,416897.25
RISA99PA,132.89999389648438,186.09716796875,53.197174072265625,114.5562496731249,-18.34374422335948,38.1622079313054,121.61,403690.96875,286226.15625
RISE99MS,108.5,78.20874786376953,-30.29125213623047,76.8332997815309,-31.666700218469103,6.35558440240894,7.68,524837.0625,350926.6875
RISI99PA,122.30000305175781,86.23670196533203,-36.06330108642578,131.63371064065296,9.333707588895152,32.2237594837084,79.64,569199.0,278158.15625
RIST99PA,130.5,57.55596923828125,-72.94403076171875,114.53819036642197,-15.961809633578028,31.9413254097329,79.97,412399.34375,338731.6875
RIVE99PA,55.599998474121094,90.76834106445312,35.16834259033203,66.43652315403833,10.836524679917233,1.46816869349303,2.33,352006.3125,364099.3125
RIZI99PA,140.3000030517578,134.3076171875,-5.9923858642578125,133.91694180821364,-6.3830612435441765,37.6519666305438,106.71,618013.25,265599.84375
RIZO99MS,91.9000015258789,118.83644104003906,26.936439514160156,101.59871997563734,9.698718449758431,41.5944482681889,187.72,615333.875,334033.53125
RUCAVA,109.9000015258789,113.24031829833984,3.3403167724609375,126.39745115530978,16.497449629430875,11.3991771274633,18.86,324465.15625,227710.28125
